CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY
f9204a59-6877-4d06-a20e-fd7ab0859ed5,2c0da95f-22b6-42c4-ad5d-1e509735b7f7,TCGA-AF-2687-01Z-00-DX1.bbcd88f6-11d5-4b57-9693-693124b2b7e7.svs,Diagnostic Slide
f9204a59-6877-4d06-a20e-fd7ab0859ed5,d9f5751b-fa5e-47ae-bed4-10da85d7e2ec,TCGA-AF-2687-01A-01-BS1.c824ebf0-842e-4b1f-ae46-ca2042ae23fb.svs,Tissue Slide
f9204a59-6877-4d06-a20e-fd7ab0859ed5,8e17b9f9-41f6-4045-a7c1-b68d0b664e16,TCGA-AF-2687-01A-02-BS2.47cd69da-036e-49e7-8b4f-480b61cd6a5e.svs,Tissue Slide
f9306cb1-c4e4-42eb-8aa9-ee906c408e10,c6d426b0-031a-4747-af26-1ce1cc209722,TCGA-HE-A5NK-01Z-00-DX1.E2D22525-AF0E-4CC1-9893-FB1FB80800C3.svs,Diagnostic Slide
f94ae8f2-d555-4c2a-97b0-dbe7d642c566,04e87401-0e7d-477a-95e7-955df2320617,TCGA-GF-A3OT-01Z-00-DX1.014B8884-EE9D-4F3A-81BB-9DCAC92CC2AE.svs,Diagnostic Slide
f94ae8f2-d555-4c2a-97b0-dbe7d642c566,635a0815-45a2-470b-a96f-6d45624ca111,TCGA-GF-A3OT-06A-02-TS2.46A54685-7F39-40BD-8518-04A8C2AFC4E6.svs,Tissue Slide
f94ae8f2-d555-4c2a-97b0-dbe7d642c566,a52ad41c-475e-41fb-a6f6-c3bc0caaed03,247323b2-dc45-427e-bc41-c33f2fbbe77b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f94f3c0e-19a5-4a31-870c-e04bb0f3efcf,ede0baee-1f92-41f5-b80f-651bf7adefeb,f522bcd8-3907-4055-9482-5aa70980b592.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f94f3c0e-19a5-4a31-870c-e04bb0f3efcf,6f1c40b0-c954-4dab-b3c7-ab68146bbdf5,TCGA-RW-A68B-01Z-00-DX1.DABD0626-C6E6-413F-A634-3550D2B149E5.svs,Diagnostic Slide
f94f3c0e-19a5-4a31-870c-e04bb0f3efcf,46d650c4-d53c-4d01-bdec-00ff8baece37,TCGA-RW-A68B-01A-01-TS1.94FDD89E-FB82-4264-82CA-3AED4155B957.svs,Tissue Slide
f953dc5d-58bf-4936-b9fe-74b45e8c00e5,a56fb127-7155-465f-9173-d6096acd475c,TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408.svs,Diagnostic Slide
f953dc5d-58bf-4936-b9fe-74b45e8c00e5,f21b6be4-37c3-4a54-beec-bbc4ede722a1,TCGA-DK-A3IV-01A-02-TSB.98178DB6-2038-4ADF-9227-E76AA71B1361.svs,Tissue Slide
f953dc5d-58bf-4936-b9fe-74b45e8c00e5,7cb7395b-d017-4af9-a456-0f4e4a14b672,8c302cbb-4deb-4cb0-acec-a16ce071040b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f954de05-1b44-4087-8933-6cc72d81028d,247f1d7d-fc33-4f35-aca7-60aa1c9631ad,ba42632e-b94c-4620-adcf-a0585652860f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9793a4b-c0e7-4475-bf80-69543b7ee2f6,3170f418-ead5-48b7-9e49-6bc256f36e75,TCGA-24-1416-01A-01-BS1.9af08ca1-7925-4689-9ade-e5a848e9ca19.svs,Tissue Slide
f9793a4b-c0e7-4475-bf80-69543b7ee2f6,0da0d708-16f2-45e4-a704-36bd69680e13,95493f7f-1071-44c5-b007-0dd5b8637c29.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9793a4b-c0e7-4475-bf80-69543b7ee2f6,c18148f1-8d0b-4dce-80b9-e1cc5eaa8511,TCGA-24-1416-01A-01-TS1.dbe2dee5-0c05-46cd-baec-7293be19fd17.svs,Tissue Slide
f9a03eaa-a228-429c-99c5-8e877379db0f,02fe03a1-fd90-4f2d-88a5-653b97d923a5,TCGA-XF-A9T4-01A-01-TSA.C7D7692A-8A5A-43A1-899A-605484158FDA.svs,Tissue Slide
f9a03eaa-a228-429c-99c5-8e877379db0f,292d4147-6b4e-46d5-b678-03f33b55e1b2,d055ec47-68aa-4da9-88b0-17a541a09782.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9a03eaa-a228-429c-99c5-8e877379db0f,f52e4863-3979-42f0-824c-d33e849bc30e,TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E.svs,Diagnostic Slide
f9a7ab94-70df-4194-8102-66021d01dadd,a34b462b-acee-42e1-846f-cdf94360e19d,3a1fb884-c461-455e-b01e-2bf92780b2a5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9a7ab94-70df-4194-8102-66021d01dadd,62b6a369-1c63-4a18-8811-06d1aaba9211,TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D.svs,Diagnostic Slide
f9a7ab94-70df-4194-8102-66021d01dadd,7a7ae284-1ddd-487e-9dd6-3f03a9515247,TCGA-XF-A9T5-01A-01-TSA.7A0D47FD-7E5C-45A0-A3EA-7C4615BB6E86.svs,Tissue Slide
f9b55748-605a-4313-bb19-dcf5476590c2,0073eb02-9fa3-47ff-97a0-4c9ea5b37eb6,TCGA-DK-AA6T-01A-01-TS1.789B1AFB-6FA0-47A9-A8EF-797B0D29FDF0.svs,Tissue Slide
f9b55748-605a-4313-bb19-dcf5476590c2,34f45ad7-bebd-4525-9102-911239d5b27d,57a977d1-0829-40cb-99e6-3caf38a7c606.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9c835db-2ab6-4bf5-826f-48723493c0ec,dc2609c9-2494-4153-84d5-1740177c052d,TCGA-29-1705-02A-01-BS1.86d821d7-64f1-4d24-9708-7877b856b1a2.svs,Tissue Slide
f9c835db-2ab6-4bf5-826f-48723493c0ec,2042f48a-26cc-499b-90bb-e5cc4856f63d,TCGA-29-1705-01A-01-BS1.febc5de5-d46e-4d34-a597-501782af363a.svs,Tissue Slide
f9c835db-2ab6-4bf5-826f-48723493c0ec,2c71bb66-0f25-48d6-a351-b0fc611a30ab,TCGA-29-1705-02A-01-TS1.4d5e4d51-e4ba-4d62-925e-3a3c302c9195.svs,Tissue Slide
f9c835db-2ab6-4bf5-826f-48723493c0ec,b709dc50-afc3-421c-912a-caf0ed4cf9fc,f43a4550-8d3e-44c5-ad1a-2b0d173809db.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9c835db-2ab6-4bf5-826f-48723493c0ec,d28c7d0f-4b49-4ada-86c2-99c07c920b1e,TCGA-29-1705-01A-01-TS1.b4cec7c6-267d-4b63-bb60-1e9b618ea03e.svs,Tissue Slide
f9c835db-2ab6-4bf5-826f-48723493c0ec,711916cd-9bc9-4ad9-8c70-127e7b2500cf,807a3beb-0dfc-42b6-9995-1c93b73ce349.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9ce2045-2821-4843-b5e9-cf7cc7e783d4,0fb8169d-af6d-4a9a-91ec-25c9485633cc,TCGA-06-0879-01A-01-BS1.79eb9bcd-a98e-42c2-8c35-af269f8ad39b.svs,Tissue Slide
f9ce2045-2821-4843-b5e9-cf7cc7e783d4,2ac2daa7-a111-4013-9f17-1371be4655c0,TCGA-06-0879-01Z-00-DX1.644fc888-2c42-49dc-a461-072edd097f79.svs,Diagnostic Slide
f9ce2045-2821-4843-b5e9-cf7cc7e783d4,88e8d6b4-b638-4c5f-8286-ab5c193f5339,7fd5b083-8d24-4631-8c52-146c27197be2.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9ce2045-2821-4843-b5e9-cf7cc7e783d4,dedab559-28df-466c-9ad4-72f5648eeacf,TCGA-06-0879-01A-01-TS1.dc4a9f47-e93b-438d-97b4-101a180fef97.svs,Tissue Slide
f9ce2045-2821-4843-b5e9-cf7cc7e783d4,9e3dbd43-cda8-4893-8a2f-d850b83d88b1,TCGA-06-0879-01Z-00-DX2.a4d93673-f846-4518-90b8-f6f5070e8187.svs,Diagnostic Slide
f9ceffc0-d544-418d-b4a9-bd3c84e37026,75cd7f9d-01ca-4552-91f4-b7f926fb7df6,TCGA-BJ-A0Z2-01A-01-TSA.e86dad28-523e-49b9-8866-e58c320c6ecd.svs,Tissue Slide
f9cf4125-0db3-4b66-b51b-bc2f0240c9ef,b11f1c56-f030-4f67-8ea6-da13aa67f4c1,TCGA-D1-A102-01A-01-TSA.22d0b59a-ca62-4fbb-a34b-50544a5761eb.svs,Tissue Slide
f9cf4125-0db3-4b66-b51b-bc2f0240c9ef,74ef4683-7117-4632-a8f2-0ddf41f5cee1,TCGA-D1-A102-01Z-00-DX1.13029F09-CF07-49B5-B5C7-89AABD928BF5.svs,Diagnostic Slide
f9cf4125-0db3-4b66-b51b-bc2f0240c9ef,caefe24a-e5af-4871-9b3b-345eb450c629,89e9e5fd-875b-4574-81f8-016eb83d32d1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9cf4125-0db3-4b66-b51b-bc2f0240c9ef,8297e592-7cf6-4219-b724-a86a3361c198,TCGA-D1-A102-01A-01-BSA.dcf1de88-b781-41f0-9f63-6eb1eb0be454.svs,Tissue Slide
f9d113e3-9127-491c-9227-33770bf2b23f,5ac70525-aa92-4199-ad04-f413a9f58550,TCGA-GN-A269-01A-01-TSA.6ACD027F-8C66-4883-B368-67795ECBF5B3.svs,Tissue Slide
f9d113e3-9127-491c-9227-33770bf2b23f,476db480-9da0-4f40-9a5f-2c493271bc36,TCGA-GN-A269-01Z-00-DX1.8DEB7375-C896-48F9-903F-5BA1384B10D7.svs,Diagnostic Slide
f9d35f8e-ada4-4cc6-8227-28565ee531d2,0d3609fb-8e1a-4bda-bc95-0b59006f24ac,16b193ec-6a1a-420b-9dbf-f49ca38e835f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9db9757-04d8-40bd-a58d-605f4255b0e6,c9132c6e-e508-41bb-a0f0-f0aeb4b44403,TCGA-KS-A4I3-01A-01-TS1.A3B71381-DE77-47F1-AB70-5C1494BE8FB9.svs,Tissue Slide
f9db9757-04d8-40bd-a58d-605f4255b0e6,d63f28f2-bf93-43b5-bdac-dd8daec7757b,TCGA-KS-A4I3-01Z-00-DX1.3051CD0A-D061-4CBB-BAAD-7A76947347EC.svs,Diagnostic Slide
f9e36bc2-484f-48e8-82ba-99026957277a,073a5210-c0a7-4835-9cdf-7df3e83b2d4a,TCGA-ER-A19K-01Z-00-DX1.C7AAFCAE-F735-43A7-958A-EF162BAECB77.svs,Diagnostic Slide
f9e36bc2-484f-48e8-82ba-99026957277a,85ab5d1a-630e-4984-a657-c56a34356aa2,1268327c-805e-4f52-b9ab-451f17e3d129.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9e36bc2-484f-48e8-82ba-99026957277a,fec472f0-c8e7-4911-a247-a451cb984cfa,TCGA-ER-A19K-01A-02-TSB.39B56685-C3E1-4138-87B3-8A93DC7EE612.svs,Tissue Slide
f9e82d62-fafc-45b0-97cf-d1a4a3c884a1,df9d9752-4206-49bb-bebe-996d4a4f119f,6ccdc50e-57c4-4560-b58f-e91d19fe4b2f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
f9e82d62-fafc-45b0-97cf-d1a4a3c884a1,a7955bb5-64ff-401e-b3d7-fe63a5a623b8,TCGA-WA-A7GZ-01Z-00-DX1.B9004E76-4D4B-4F69-ACA6-DFEFA05676A9.svs,Diagnostic Slide
f9e82d62-fafc-45b0-97cf-d1a4a3c884a1,ae613a24-6917-409e-a007-706a42d20e17,TCGA-WA-A7GZ-01Z-00-DX2.2A1C2575-63E3-4CD2-861F-133E04837931.svs,Diagnostic Slide
f9e82d62-fafc-45b0-97cf-d1a4a3c884a1,c6965b81-4f9f-46af-a1a7-48420c74bde4,TCGA-WA-A7GZ-11A-01-TS1.B3422F17-9020-47D6-8EB6-D71967574479.svs,Tissue Slide
f9eb88f7-9293-46bf-ace4-a746e4ff80dc,324df205-a5fd-4252-9862-33d9c0ac58f7,TCGA-A8-A086-01A-01-TSA.a432a95f-5863-4ad9-a2eb-7f986c62e096.svs,Tissue Slide
f9f44f86-10c7-4473-b156-5afbfa9a2ad0,6976e0ad-b77a-44dc-9be1-85b0c19bd6d9,TCGA-24-1104-01A-01-BS1.c0b24512-3855-4e5f-9214-1823828394ef.svs,Tissue Slide
fa05f7f6-50e9-4878-a834-f655c0877394,e138614d-91b9-4a50-8859-97bc23d41d6c,172cceb6-b97b-4907-9d82-451d4ef0fdcf.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa05f7f6-50e9-4878-a834-f655c0877394,6b534d49-2c9c-40b2-b183-8ebcf189382c,TCGA-ZF-A9RF-01Z-00-DX1.948A32F2-EF55-44E8-BC52-6FCF4A3411BF.svs,Diagnostic Slide
fa05f7f6-50e9-4878-a834-f655c0877394,b51f05fb-c9b7-4689-a05b-663d5b96a03a,TCGA-ZF-A9RF-01A-01-TS1.3ED09EEA-FB13-445A-977B-91D607184759.svs,Tissue Slide
fa099993-ef30-4eff-a8fb-aa41b5ea671a,c38b768a-ccf3-4b6a-81ad-832032469927,TCGA-GN-A26C-01A-01-TSA.E56C0957-55C9-4DFC-A592-6D197400E2D9.svs,Tissue Slide
fa099993-ef30-4eff-a8fb-aa41b5ea671a,5a02f129-6918-4628-a87b-31a0d4d7e40a,897de94a-21ad-4ec5-b50b-1a84370f41a0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa099993-ef30-4eff-a8fb-aa41b5ea671a,92d9d7e8-a3a4-4384-83fa-4cfb1153dd22,TCGA-GN-A26C-01Z-00-DX1.E6395A6B-21CA-4994-9F01-738B915ADFB8.svs,Diagnostic Slide
fa1f1cfc-9da0-488b-93fe-60aaff99c171,b1c53909-3113-4f51-ade6-3cfe6e0a5839,TCGA-06-0155-01B-01-TS1.8c3dbf23-e45a-4232-9274-876ab022f75a.svs,Tissue Slide
fa1f1cfc-9da0-488b-93fe-60aaff99c171,7db21331-3ee9-4a2a-a48a-fe9af451bfb5,TCGA-06-0155-01B-01-BS1.661972ff-f36a-476b-a402-e78ebffb4dd2.svs,Tissue Slide
fa1f1cfc-9da0-488b-93fe-60aaff99c171,456a121c-a767-43a4-8d7a-30e4d8107a62,045a8628-9c12-4816-ae31-bad5ba0d784f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa2410b1-4f69-446d-99ee-a10a00034c42,824fe4e8-2d9a-4c60-bb1b-791757977c93,TCGA-UY-A8OD-01A-01-TS1.4B01255A-91E2-4732-852B-BBD67A90FABE.svs,Tissue Slide
fa2410b1-4f69-446d-99ee-a10a00034c42,ba18b2a0-482c-4d51-8c88-3966d1b6b659,db1e5833-3e80-48f9-b80c-b038fca4631a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa2410b1-4f69-446d-99ee-a10a00034c42,4be09f79-2687-4609-93da-7731437b8d56,TCGA-UY-A8OD-01Z-00-DX1.3985C497-D586-4AB9-A635-63A7946C5A2E.svs,Diagnostic Slide
fa543627-9e3c-4af9-bb33-f0cdd9fbc9cc,e71c8e45-ab52-4796-ab72-e8add8868291,c95943e9-c8c4-44e1-9080-afddcbfb6174.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa543627-9e3c-4af9-bb33-f0cdd9fbc9cc,796100e1-ccae-4e9b-baa5-f37c2dad94e1,TCGA-AK-3451-01A-02-BS2.03783f75-ebbd-4dd7-baff-3ad8c2527e58.svs,Tissue Slide
fa543627-9e3c-4af9-bb33-f0cdd9fbc9cc,76c9c773-f51b-48cc-95e3-2ab91ad9cdb0,TCGA-AK-3451-01Z-00-DX1.1CC3099A-F2E1-43D6-B9AC-8DC640ABB014.svs,Diagnostic Slide
fa543627-9e3c-4af9-bb33-f0cdd9fbc9cc,27715490-1708-44f0-986d-85617e4fb627,TCGA-AK-3451-01A-01-BS1.cba56a8c-b181-43af-8777-53ea8712b81e.svs,Tissue Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,3993e199-2b1b-4520-acfc-69c59d902ef8,TCGA-FG-A713-01Z-00-DX5.E66E88FF-6B6E-40D2-9F5D-32354198475D.svs,Diagnostic Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,3237682c-cf47-4356-ab7e-6445896baefc,TCGA-FG-A713-01A-01-TS1.A95E7964-57C5-432D-8894-C826F1BA40F2.svs,Tissue Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,e8ae248f-fd8c-43eb-b4e4-a2beebde93ac,52479415-92aa-467d-aca7-f5871cba5104.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa878a23-cd20-44ef-b438-33033b5fb1fe,b4fbdddb-f6ae-4fed-80c8-ecf8de9eee5b,TCGA-FG-A713-01Z-00-DX2.AFC5E32E-29B6-422B-B867-76BE764A3352.svs,Diagnostic Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,cd612ec7-f2d4-4a3a-8e1c-86f671748eca,TCGA-FG-A713-01Z-00-DX3.61A211D7-4E07-48F3-BCA4-B05B0EDE5AB3.svs,Diagnostic Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,0b0bd0ec-60de-42bb-96e1-c937b4cde29a,TCGA-FG-A713-01Z-00-DX4.12FA5CBD-8304-414F-99BD-2FDA6F9DAC00.svs,Diagnostic Slide
fa878a23-cd20-44ef-b438-33033b5fb1fe,f602e091-657a-4552-9de7-92b60b208036,TCGA-FG-A713-01Z-00-DX1.92B1CBC8-BF31-4748-92B6-EA4ACB3366FF.svs,Diagnostic Slide
fa9f6b24-16b4-4dda-acce-bf2e186d365d,00493cfb-cfcf-4994-b4f4-3f1ff94e21f8,6d1ffd0c-ba13-463e-b5c4-20d2dab6294d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fa9f6b24-16b4-4dda-acce-bf2e186d365d,756333ac-ec41-47a1-ab1f-15213d17003c,TCGA-CV-A463-01Z-00-DX1.5391495E-FADF-4F35-AA41-17CF8D80E102.svs,Diagnostic Slide
fa9f6b24-16b4-4dda-acce-bf2e186d365d,b00633ea-8a73-4269-a7fd-64526f115d92,TCGA-CV-A463-01A-01-TS1.9815039A-AB9F-4BED-8E52-F87F0C486CD5.svs,Tissue Slide
faa51172-60ec-48d8-9224-36bfda1d27e0,b46b0e05-6a48-4e3f-a446-3961dd1422ad,TCGA-EL-A3H7-11A-01-TS1.3AFD26B4-D4E7-4A0C-BDCA-C5A315377445.svs,Tissue Slide
faa51172-60ec-48d8-9224-36bfda1d27e0,ce5bfc31-589b-47e1-a41d-b2a812e54b19,TCGA-EL-A3H7-01A-01-TS1.18A17F6D-DDD9-4EE9-B7F7-09A5568C4C95.svs,Tissue Slide
facdfdaa-cd26-47f0-97f4-51731bdb5566,9228f71e-fe29-4037-b601-0bffa745496b,TCGA-02-0059-01A-01-BS1.4cd811b3-8687-4645-a985-2609035baa7f.svs,Tissue Slide
fad4b7e6-510c-4968-83df-3140ed5a0549,75cd24b7-508c-4bbe-9600-142c0439d32e,d869d50b-7f80-40ef-aeeb-1b0c9919fd17.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fad4b7e6-510c-4968-83df-3140ed5a0549,4868ea69-ad73-4ec0-a431-04b67f8f1605,TCGA-OR-A5LG-01A-01-TSA.5BCF6123-3767-4354-BD50-10A051284C3D.svs,Tissue Slide
fae38579-5fe2-4d81-9729-39fde866d18c,7a7f46ea-968e-4148-b7b1-b1fe59e79ccf,TCGA-FJ-A3ZF-01A-01-TSA.A75E0696-5D40-425C-8F30-7D665CF2B26D.svs,Tissue Slide
fae38579-5fe2-4d81-9729-39fde866d18c,6ca2f84e-afd4-4017-9e8c-2a1d82b65b79,fa71cd1d-2e9c-4ca6-887a-17050776163a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fae38579-5fe2-4d81-9729-39fde866d18c,f791603b-74e3-4d17-a459-6db2841bb267,TCGA-FJ-A3ZF-01Z-00-DX1.1B5E03AA-51A0-4E2B-A2B3-9652B1FA1D55.svs,Diagnostic Slide
faf3c230-c661-4d6e-9b73-2b679bc6deff,f5ff0e70-2edc-408f-9bc3-3d1278ad4bb9,TCGA-E7-A6MF-01A-01-TSA.8536180E-3AE6-432A-B753-5C60856C4F19.svs,Tissue Slide
faf3c230-c661-4d6e-9b73-2b679bc6deff,55e88914-7b3c-4eb8-91ac-9a249e47c9e9,b0ebb3db-6e9f-45bb-905b-e307a38adce8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
faf3c230-c661-4d6e-9b73-2b679bc6deff,e4f8d0fb-6343-4be2-b872-3f3e770bd984,TCGA-E7-A6MF-01Z-00-DX1.2B0C8CBF-3244-4D17-B9CA-3CBE000BEC29.svs,Diagnostic Slide
faf4c71c-c4f3-4513-8c44-9114a5d3729a,4cedcaf0-2806-4f70-98bd-a3a9053e79a4,602893fe-90d1-4ffd-8d8c-2380d098dae3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
faf4c71c-c4f3-4513-8c44-9114a5d3729a,23be87d1-1a62-4b49-b15e-eb268195efb6,TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830.svs,Diagnostic Slide
faf4c71c-c4f3-4513-8c44-9114a5d3729a,dedd0149-79a0-417e-ab8d-1824d154163a,TCGA-E7-A4IJ-01A-03-TSC.48198AC7-A66F-4EAB-ACDD-696960A6954E.svs,Tissue Slide
faf91ee3-3281-4f8e-8bdf-2fda22261010,a5ab1dcb-017a-4e5c-abc4-725efb31f1b9,7dc06dc2-300f-4dd5-9483-75ad37bc832d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
faf91ee3-3281-4f8e-8bdf-2fda22261010,f9963ca0-7cfa-408f-ac68-84f7df5cdc26,TCGA-WB-A819-01Z-00-DX1.882700EF-4BE0-413A-ADFE-5D7740561395.svs,Diagnostic Slide
faf91ee3-3281-4f8e-8bdf-2fda22261010,70a5f9a8-6b75-4519-ae5f-d47e9ae8d6a6,TCGA-WB-A819-01A-01-TSA.4A31167B-1FEB-4009-A2A3-809AB30E5EB4.svs,Tissue Slide
fafd6f5b-1d76-4537-bd1c-e0bd7b4e2166,d573f157-590c-4fa5-ab2f-0a6bded12998,TCGA-BA-6869-01Z-00-DX1.6e58648e-3309-47bb-b2c7-b71bcd9dc69b.svs,Diagnostic Slide
fafd6f5b-1d76-4537-bd1c-e0bd7b4e2166,fe2c35e0-82c0-45cf-99a9-4f4ea5730263,TCGA-BA-6869-01A-01-BS1.8cbf6ddf-17bb-456e-b934-a473ba6afd68.svs,Tissue Slide
fafd6f5b-1d76-4537-bd1c-e0bd7b4e2166,3bb93076-d3ae-457e-862d-9a84c03b2cd5,9b8eb9a5-d0b6-4bb8-8b74-a155b6162e97.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fafd6f5b-1d76-4537-bd1c-e0bd7b4e2166,3fc0a6e6-3e44-4c0e-ba43-337319941028,TCGA-BA-6869-01A-01-TS1.27e5f66f-cc82-4230-bc4b-5382f9b93ba1.svs,Tissue Slide
fb2abc2a-ecf1-4184-912f-26a649f861ff,f4caf8bd-1eb1-432a-b94d-c7c0a6dda4ad,TCGA-GJ-A3OU-01Z-00-DX1.D8918714-EAF7-4CF6-92E3-8DB663E99DF1.svs,Diagnostic Slide
fb2abc2a-ecf1-4184-912f-26a649f861ff,5460eb0c-4844-4c74-95c7-519184822a5a,55bda25f-fb6d-461e-a4c7-4e834eafeca4.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb2abc2a-ecf1-4184-912f-26a649f861ff,15287525-59e6-4b2d-b6d6-ffe0c3ec8d0e,TCGA-GJ-A3OU-01A-03-TS3.64247CB0-53B8-4E95-8F26-C0EAF2882093.svs,Tissue Slide
fb3607eb-858e-4ecd-8477-95140658c6d2,76d94448-4fd0-4476-af15-3c845d70851d,692ea666-b4ac-4e92-b712-96a67edaef56.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb3a387f-ebc6-4422-a782-5c19056f77f2,bd9310bc-6b65-43ea-947e-5f501916c009,TCGA-B0-5104-11A-01-TS1.ec7071c6-2140-47c8-98e5-70c7c860846e.svs,Tissue Slide
fb3a387f-ebc6-4422-a782-5c19056f77f2,a995ff4a-79da-47cd-9bc3-22744062fdf8,TCGA-B0-5104-01A-01-BS1.8e5b29fe-50e5-4d67-910a-80f187abd6b8.svs,Tissue Slide
fb3a387f-ebc6-4422-a782-5c19056f77f2,68599f86-3976-4c65-834a-f5e0bb87bb26,TCGA-B0-5104-01A-01-TS1.30a833c0-a56b-4dc0-8d89-deab5050ab15.svs,Tissue Slide
fb3a387f-ebc6-4422-a782-5c19056f77f2,f98a1953-c008-4ab9-a17e-be80b5fd43fe,e3b90eb7-f2a5-4b9e-a15e-ccfd7e6431d2.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb3a387f-ebc6-4422-a782-5c19056f77f2,874a3be6-ffb7-4351-833b-b2f2c24d110a,TCGA-B0-5104-01Z-00-DX1.1e36aacb-87e0-4629-81a6-17a694802d4e.svs,Diagnostic Slide
fb4cc403-694c-421f-b360-3108b6d57ad5,7fc283ef-a833-48b0-a15b-d31b1dac783c,TCGA-AU-3779-01A-01-BS1.12402f28-75d4-4b6d-b678-1ec62a345dc0.svs,Tissue Slide
fb4cc403-694c-421f-b360-3108b6d57ad5,80d8622f-e2cc-4251-a5f6-e933e9ee6f22,TCGA-AU-3779-01A-01-TS1.2df8c217-b82f-4cb7-bab5-333aea62c658.svs,Tissue Slide
fb4cc403-694c-421f-b360-3108b6d57ad5,aac08efd-3649-4b78-bb52-420b3e99b8e6,30fdca7b-ecb1-4096-b2d2-41831f283ae1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb4cc403-694c-421f-b360-3108b6d57ad5,0c59c32a-ce9a-4557-be21-90d72ddc34b4,TCGA-AU-3779-01Z-00-DX1.4134005A-8A79-46DC-8737-B3C8AAC2DFCA.svs,Diagnostic Slide
fb504e55-1859-48ee-aec7-a3fcb082785e,c0b116ae-dcb3-48a4-b124-4d5a1144f95d,384c6a99-6bfd-48b3-8a00-da7d2ad767f8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb504e55-1859-48ee-aec7-a3fcb082785e,20465873-85cf-4205-882a-831e1cb3de5d,TCGA-OR-A5LB-01A-01-TS1.B32D5A9D-9448-4321-A499-2EC543FEFD3D.svs,Tissue Slide
fb54458d-c373-46c2-841e-82663e13efaa,a324dd98-58d2-449b-bf11-0eb22c4eba44,TCGA-OR-A5JM-01Z-00-DX5.4B3D3E4D-E577-41AF-8239-68EB0A6B38F8.svs,Diagnostic Slide
fb54458d-c373-46c2-841e-82663e13efaa,7fc68499-d9c4-406b-845d-874bf1980fab,70c1d5c6-fb89-4b92-abc3-c0440231ca4d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
fb54458d-c373-46c2-841e-82663e13efaa,9072c8ce-d721-41b3-861e-73cdb9e6f20b,TCGA-OR-A5JM-01Z-00-DX4.B7DF8828-285B-48CF-BDF1-B1F3961F2D40.svs,Diagnostic Slide
fb54458d-c373-46c2-841e-82663e13efaa,8cd7e726-4475-49d9-89c0-54ad56a612a0,TCGA-OR-A5JM-01Z-00-DX1.94A515FD-5AA8-410C-8F52-170A3BA94AB3.svs,Diagnostic Slide
fb54458d-c373-46c2-841e-82663e13efaa,1c7fe66c-2eed-468d-8eb0-03d7134eb966,TCGA-OR-A5JM-01Z-00-DX2.228EA779-1208-4474-A06F-7A077DF5802C.svs,Diagnostic Slide
